ts,service_day,bus,tr_seq,route,corrected_route,route_provenance,correction_source,service_category,has_swiftly,Route_vhist,Route_vhist_normalized,Route_Name_vhist,swiftly_route_id,swiftly_trip_id,through_run_parse
2025-03-28 09:36:11,2025-03-28,5503,76.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:39:32,2025-03-28,5503,77.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:43:08,2025-03-28,5503,78.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:49:38,2025-03-28,5503,79.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:49:42,2025-03-28,5503,80.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:49:51,2025-03-28,5503,81.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:49:55,2025-03-28,5503,82.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:50:37,2025-03-28,5503,83.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:51:01,2025-03-28,5503,84.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:51:13,2025-03-28,5503,85.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:52:27,2025-03-28,5503,86.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:52:29,2025-03-28,5503,87.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:52:32,2025-03-28,5503,88.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:53:07,2025-03-28,5503,89.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:53:09,2025-03-28,5503,90.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:54:07,2025-03-28,5503,92.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:54:08,2025-03-28,5503,93.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:54:14,2025-03-28,5503,95.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:55:31,2025-03-28,5503,96.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:55:34,2025-03-28,5503,97.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:55:37,2025-03-28,5503,98.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:57:16,2025-03-28,5503,99.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:57:18,2025-03-28,5503,100.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:57:21,2025-03-28,5503,101.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:12,2025-03-28,5503,102.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:15,2025-03-28,5503,103.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:19,2025-03-28,5503,105.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:20,2025-03-28,5503,106.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:22,2025-03-28,5503,107.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:24,2025-03-28,5503,108.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:26,2025-03-28,5503,109.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:28,2025-03-28,5503,110.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:30,2025-03-28,5503,111.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:32,2025-03-28,5503,112.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:34,2025-03-28,5503,113.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:37,2025-03-28,5503,114.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:39,2025-03-28,5503,115.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:49,2025-03-28,5503,116.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:51,2025-03-28,5503,117.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:56,2025-03-28,5503,120.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:01:15,2025-03-28,5503,121.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:01:18,2025-03-28,5503,122.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:19:09,2025-03-28,5503,123.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:19:11,2025-03-28,5503,124.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:19:14,2025-03-28,5503,125.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:20:00,2025-03-28,5503,126.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:20:02,2025-03-28,5503,127.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:20:58,2025-03-28,5503,128.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:25:28,2025-03-28,5503,129.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:25:31,2025-03-28,5503,130.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:30:57,2025-03-28,5503,132.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:33:57,2025-03-28,5503,133.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:34:05,2025-03-28,5503,134.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:38:54,2025-03-28,5503,135.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:39:44,2025-03-28,5503,136.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:54:18,2025-03-28,5503,137.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:54:20,2025-03-28,5503,138.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:54:44,2025-03-28,5503,139.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:57:06,2025-03-28,5503,140.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:58:22,2025-03-28,5503,141.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:58:31,2025-03-28,5503,142.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 13:00:52,2025-03-28,5503,259.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 13:00:54,2025-03-28,5503,260.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 13:07:58,2025-03-28,5503,262.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 13:08:00,2025-03-28,5503,263.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 13:08:09,2025-03-28,5503,265.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 07:00:18,2025-03-28,5503,5.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 07:22:20,2025-03-28,5503,10.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 08:01:49,2025-03-28,5503,15.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 08:09:23,2025-03-28,5503,24.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 08:40:27,2025-03-28,5503,36.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 08:40:33,2025-03-28,5503,39.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 08:42:22,2025-03-28,5503,46.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 08:45:49,2025-03-28,5503,48.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 08:47:05,2025-03-28,5503,59.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 08:48:56,2025-03-28,5503,63.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:16:41,2025-03-28,5503,69.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:53:12,2025-03-28,5503,91.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:54:11,2025-03-28,5503,94.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:17,2025-03-28,5503,104.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:54,2025-03-28,5503,119.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 10:30:55,2025-03-28,5503,131.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 13:00:58,2025-03-28,5503,261.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:00:38,2025-03-28,5503,194.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:01:25,2025-03-28,5503,195.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:03:48,2025-03-28,5503,196.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:05:42,2025-03-28,5503,197.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:05:43,2025-03-28,5503,198.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:05:45,2025-03-28,5503,199.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:05:47,2025-03-28,5503,200.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:05:49,2025-03-28,5503,201.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:06:49,2025-03-28,5503,202.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:08:02,2025-03-28,5503,203.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:32,2025-03-28,5503,205.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:35,2025-03-28,5503,206.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:37,2025-03-28,5503,207.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:38,2025-03-28,5503,208.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:40,2025-03-28,5503,209.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:42,2025-03-28,5503,210.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:47,2025-03-28,5503,212.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:49,2025-03-28,5503,213.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:11:49,2025-03-28,5503,214.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:11:52,2025-03-28,5503,215.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:11:54,2025-03-28,5503,216.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:11:56,2025-03-28,5503,217.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:11:57,2025-03-28,5503,218.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:11:59,2025-03-28,5503,219.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:12:02,2025-03-28,5503,220.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:12:04,2025-03-28,5503,221.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:12:05,2025-03-28,5503,222.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:12:06,2025-03-28,5503,223.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:12:07,2025-03-28,5503,224.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:12:09,2025-03-28,5503,225.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:21:51,2025-03-28,5503,226.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:23:11,2025-03-28,5503,227.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:24:01,2025-03-28,5503,230.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:24:03,2025-03-28,5503,231.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:24:09,2025-03-28,5503,234.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:24:11,2025-03-28,5503,235.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:24:17,2025-03-28,5503,236.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:28:30,2025-03-28,5503,237.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:31:05,2025-03-28,5503,238.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:32:08,2025-03-28,5503,240.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:42:01,2025-03-28,5503,241.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:44:00,2025-03-28,5503,242.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:44:02,2025-03-28,5503,243.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:44:04,2025-03-28,5503,244.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:44:07,2025-03-28,5503,246.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:44:10,2025-03-28,5503,247.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:45:38,2025-03-28,5503,248.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:45:39,2025-03-28,5503,249.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:45:41,2025-03-28,5503,250.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:45:46,2025-03-28,5503,252.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:50:18,2025-03-28,5503,253.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:56:27,2025-03-28,5503,254.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:56:38,2025-03-28,5503,256.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:58:18,2025-03-28,5503,257.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:58:22,2025-03-28,5503,258.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:03:47,2025-03-28,5503,144.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:04:53,2025-03-28,5503,146.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:05:32,2025-03-28,5503,147.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:05:34,2025-03-28,5503,148.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:05:40,2025-03-28,5503,149.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:06:36,2025-03-28,5503,151.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:06:40,2025-03-28,5503,153.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:08:03,2025-03-28,5503,154.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:08:07,2025-03-28,5503,155.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:09:42,2025-03-28,5503,156.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:31,2025-03-28,5503,157.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:33,2025-03-28,5503,158.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:34,2025-03-28,5503,159.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:37,2025-03-28,5503,160.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:38,2025-03-28,5503,161.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:40,2025-03-28,5503,162.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:44,2025-03-28,5503,164.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:45,2025-03-28,5503,165.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:47,2025-03-28,5503,166.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:49,2025-03-28,5503,167.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:51,2025-03-28,5503,168.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:54,2025-03-28,5503,169.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:55,2025-03-28,5503,170.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:57,2025-03-28,5503,171.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:59,2025-03-28,5503,172.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:14:49,2025-03-28,5503,174.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:30:32,2025-03-28,5503,175.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:30:36,2025-03-28,5503,177.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:33:15,2025-03-28,5503,178.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:33:28,2025-03-28,5503,180.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:34:32,2025-03-28,5503,181.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:34:36,2025-03-28,5503,182.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:34:39,2025-03-28,5503,183.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:40:02,2025-03-28,5503,184.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:44:55,2025-03-28,5503,185.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:44:59,2025-03-28,5503,186.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:45:01,2025-03-28,5503,187.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:46:24,2025-03-28,5503,188.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:46:34,2025-03-28,5503,189.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:47:36,2025-03-28,5503,190.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:48:52,2025-03-28,5503,191.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:50:30,2025-03-28,5503,192.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:59:09,2025-03-28,5503,193.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 09:58:53,2025-03-28,5503,118.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:09:45,2025-03-28,5503,211.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:23:13,2025-03-28,5503,228.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:24:05,2025-03-28,5503,232.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:24:07,2025-03-28,5503,233.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:44:06,2025-03-28,5503,245.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:45:43,2025-03-28,5503,251.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:08:04,2025-03-28,5503,204.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:23:59,2025-03-28,5503,229.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 12:56:30,2025-03-28,5503,255.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:03:44,2025-03-28,5503,143.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:03:54,2025-03-28,5503,145.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:05:41,2025-03-28,5503,150.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:06:38,2025-03-28,5503,152.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:10:42,2025-03-28,5503,163.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-28 11:12:39,2025-03-28,5503,173.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-03-30 21:23:44,2025-03-30,1108,869.0,3215,3215,Farebox,fare_reclaim,revenue,False,,,,,,32 + 15
2025-04-01 15:39:40,2025-04-01,1902,105.0,2182,2182,Farebox,fare_reclaim,revenue,False,,,,,,21 + 82
2025-04-01 15:39:54,2025-04-01,1902,107.0,2182,2182,Farebox,fare_reclaim,revenue,False,,,,,,21 + 82
2025-04-01 15:39:55,2025-04-01,1902,108.0,2182,2182,Farebox,fare_reclaim,revenue,False,,,,,,21 + 82
2025-04-01 15:39:44,2025-04-01,1902,106.0,2182,2182,Farebox,fare_reclaim,revenue,False,,,,,,21 + 82
2025-04-04 06:47:02,2025-04-04,5503,6.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 07:00:10,2025-04-04,5503,8.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 07:00:34,2025-04-04,5503,9.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 07:04:37,2025-04-04,5503,10.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 07:08:06,2025-04-04,5503,11.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 07:09:59,2025-04-04,5503,12.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 07:13:43,2025-04-04,5503,14.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 07:14:48,2025-04-04,5503,15.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 07:26:44,2025-04-04,5503,17.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:01:31,2025-04-04,5503,18.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:01:37,2025-04-04,5503,19.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:03:08,2025-04-04,5503,20.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:04:51,2025-04-04,5503,21.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:10:51,2025-04-04,5503,22.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:35:58,2025-04-04,5503,23.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:40:55,2025-04-04,5503,25.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:42:28,2025-04-04,5503,26.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
2025-04-04 08:45:43,2025-04-04,5503,27.0,1720,1720,Farebox,fare_reclaim,revenue,False,,,,,,17 + 20
